CustomerID,Gender,Age,CityTier,AnnualIncome,MembershipLevel,TotalTransactions,AvgTransactionValue,SatisfactionScore,LoginFrequency,CartAbandonRate,IsChurned
C110,Female,53.0,Tier 2,-0.4575163821801403,Gold,7.0,0.7435451654595036,5.0,-1.5559741968373801,19.0,Yes
C111,Male,40.0,Tier 1,-0.933188151376025,Gold,22.0,-0.25820229587369836,5.0,-1.3219579241892556,7.0,No
C112,Male,24.0,Tier 1,-0.6343414952086649,Gold,24.0,0.06145078852156961,3.0,-1.2049497878651934,26.0,No
C113,Male,22.0,Tier 1,2.276528548048567,Gold,4.0,-1.8992559259974362,1.0,-0.15187656094863267,34.0,Yes
C114,Male,40.0,Tier 3,0.5836648134604556,Gold,21.0,-1.645043630533483,2.0,-0.8539253788930065,33.0,Yes
C115,Female,35.0,Tier 2,-0.6203763743325695,Platinum,10.0,0.0035608598515604523,4.0,1.1352129386160525,30.0,Yes
C116,Female,38.0,Tier 3,-0.06294107484599781,Gold,19.0,-1.1064155985603543,3.0,-1.4389660605133179,14.0,Yes
C117,Other,53.0,Tier 3,-0.8733858998824232,Gold,17.0,0.6630026560055778,3.0,1.1352129386160525,30.0,No
C118,Other,43.0,Tier 3,-0.8890403498967558,Platinum,24.0,0.19736627322506936,3.0,0.3161559843476165,27.0,No
C119,Female,40.0,Tier 2,-0.08239001800160203,Platinum,16.0,-0.6760165636659383,2.0,-1.4389660605133179,7.0,Yes
C120,Female,37.0,Tier 1,2.099053693043797,Platinum,16.0,0.0035608598515604523,3.0,-1.2049497878651934,17.0,Yes
C121,Female,53.0,Tier 2,-2.2350804807915665,Platinum,23.0,0.1671628321798472,1.0,1.0182048022919903,6.0,Yes
C122,Female,38.0,Tier 1,-0.8177506602631401,Platinum,16.0,0.8366724420156053,5.0,1.1352129386160525,7.0,No
C123,Male,33.0,Tier 1,-0.9536593552409215,Platinum,9.0,-0.1348715782723745,2.0,-1.3219579241892556,30.0,No
C124,Male,49.0,Tier 2,0.3952136506703181,Platinum,18.0,0.0035608598515604523,2.0,0.19914784802355423,31.0,No
C125,Other,50.0,Tier 1,-1.377577010222294,Platinum,18.0,-0.3563634792706704,2.0,-0.15187656094863267,7.0,Yes
C126,Male,31.0,Tier 3,-0.6235124622712461,Gold,10.0,-0.6785335170863735,5.0,-0.6199091062448818,20.0,No
C127,Other,24.0,Tier 2,1.7055786154560963,Silver,8.0,0.3861377797577079,4.0,-0.8539253788930065,26.0,Yes
C128,Female,50.0,Tier 3,-1.440567329012672,Gold,6.0,0.9046301843673552,3.0,-0.38589283359675725,29.0,No
C129,Female,38.0,Tier 2,2.076399356138717,Gold,5.0,1.0178930882869384,1.0,0.08213971169949193,29.0,Yes
C130,Other,37.0,Tier 2,-1.7092832839349577,Platinum,16.0,-0.5073806844967812,4.0,-1.7899904694855047,6.0,Yes
C131,Other,40.0,Tier 3,1.1873010990712312,Platinum,16.0,-0.7339064923359475,3.0,1.0182048022919903,10.0,Yes
C132,Male,51.0,Tier 3,0.3316255692617947,Platinum,23.0,0.7586468859821147,1.0,0.901196665967928,29.0,Yes
C133,Male,35.0,Tier 1,-1.093388533039024,Platinum,13.0,-0.07949860302280051,4.0,1.4862373475882393,17.0,Yes
C134,Male,49.0,Tier 1,-2.3884943075126857,Gold,22.0,-1.0510426233107804,4.0,-1.7899904694855047,2.0,Yes
C135,Male,43.0,Tier 3,-0.3923342671232289,Gold,23.0,0.0035608598515604523,2.0,-0.6199091062448818,6.0,No
C136,Other,33.0,Tier 1,1.5672702067793831,Silver,9.0,-1.4613060308417147,2.0,0.08213971169949193,18.0,Yes
C137,Other,35.0,Tier 1,2.3243961223418395,Gold,22.0,0.11178985693027323,1.0,-0.5029009699208196,8.0,Yes
C138,Male,40.0,Tier 1,1.3685617839909223,Silver,5.0,-1.4663399376825852,4.0,1.6032454839123018,19.0,No
C139,Male,50.0,Tier 1,1.0794439310145394,Gold,13.0,-0.009023907250615451,3.0,0.3161559843476165,17.0,No
C140,Male,52.0,Tier 1,-0.03776140745991154,Platinum,4.0,-2.035171410700936,3.0,-0.9709335152170687,5.0,Yes
C141,Other,35.0,Tier 1,0.3506326878735523,Gold,22.0,-0.22296494798760583,1.0,0.6671803933198034,17.0,No
C142,Female,38.0,Tier 2,-0.06645834474407145,Platinum,18.0,0.6302822615399205,2.0,1.369229211264177,12.0,No
C143,Other,56.0,Tier 2,0.0013227382178205005,Gold,12.0,-1.9294593670426583,4.0,-1.4389660605133179,10.0,Yes
C144,Male,26.0,Tier 2,1.2014654741533748,Platinum,16.0,-0.6407792157798459,4.0,1.369229211264177,23.0,No
C145,Male,28.0,Tier 2,-0.03776140745991154,Platinum,9.0,0.6705535162668833,5.0,-0.7369172425689441,32.0,No
C146,Female,26.0,Tier 3,-0.05598450408699995,Platinum,15.0,0.4213751276438005,5.0,0.08213971169949193,20.0,No
C147,Male,48.0,Tier 3,-0.24255574675920152,Platinum,5.0,-0.5098976379172164,4.0,1.369229211264177,17.0,No
C148,Other,19.0,Tier 2,0.08604909192018544,Silver,19.0,0.0035608598515604523,1.0,0.08213971169949193,23.0,Yes
C149,Male,39.0,Tier 2,-0.6126834293338272,Silver,15.0,-0.6458131226207162,4.0,-0.6199091062448818,12.0,No
C150,Other,49.0,Tier 1,-0.4993251125449269,Platinum,22.0,0.9373505788330125,3.0,0.7841885296438657,27.0,Yes
C151,Male,56.0,Tier 3,1.3802917924687346,Silver,15.0,0.3433495716103099,1.0,0.901196665967928,20.0,Yes
C152,Male,22.0,Tier 1,0.47456014080937337,Gold,19.0,-0.6533639828820217,4.0,1.0182048022919903,12.0,Yes
C153,Female,19.0,Tier 1,0.7816975045936212,Platinum,6.0,0.5346380315633836,1.0,0.4331641206716788,12.0,No
C154,Male,30.0,Tier 3,-0.8680060363191134,Gold,16.0,-1.8212303699639456,3.0,1.2522210749401148,32.0,Yes
C155,Male,28.0,Tier 1,-1.398654639931686,Gold,6.0,-0.6936352376089846,4.0,-0.8539253788930065,18.0,No
C156,Other,21.0,Tier 3,1.0781704367410991,Platinum,11.0,1.5439363531578911,4.0,1.6032454839123018,17.0,Yes
C157,Female,20.0,Tier 3,-0.5866850870576721,Silver,9.0,-0.43187208188372583,4.0,-1.087941651541131,11.0,No
C158,Female,22.0,Tier 3,0.14221278834681447,Gold,39.0,-0.009023907250615451,2.0,1.0182048022919903,8.0,Yes
C159,Female,52.0,Tier 2,0.8380258023208991,Platinum,8.0,-0.5476519392237441,4.0,0.08213971169949193,32.0,No
C160,Male,39.0,Tier 2,0.8569549518955072,Platinum,8.0,-0.26071924929413354,3.0,0.5501722569957411,30.0,No
C161,Other,49.0,Tier 2,0.7580122437528988,Gold,20.0,-0.29343964375979087,2.0,0.08213971169949193,25.0,No
C162,Female,47.0,Tier 3,-0.7671314287004696,Gold,19.0,1.903860692280122,3.0,0.08213971169949193,5.0,Yes
C163,Male,59.0,Tier 1,-0.03776140745991154,Platinum,24.0,-1.8237473233843808,5.0,0.7841885296438657,29.0,No
C164,Female,34.0,Tier 2,-0.5942220939821157,Platinum,15.0,1.1915628742969657,1.0,-0.8539253788930065,19.0,No
C165,Male,27.0,Tier 1,-1.3737998435337224,Platinum,8.0,0.7561299325616795,3.0,0.08213971169949193,14.0,Yes
C166,Other,52.0,Tier 2,0.5636960767238552,Silver,9.0,-0.7238386786542068,5.0,0.6671803933198034,7.0,Yes
C167,Other,37.0,Tier 2,-0.1389348963876282,Silver,22.0,-2.1257817338366025,2.0,-0.38589283359675725,28.0,Yes
C168,Male,30.0,Tier 3,1.7107505615870076,Platinum,14.0,-0.3311939450663186,1.0,1.0182048022919903,12.0,Yes
C169,Male,57.0,Tier 2,0.7058682843526396,Silver,4.0,0.5975618670742631,1.0,-0.9709335152170687,24.0,Yes
C170,Female,50.0,Tier 1,1.2818688779071221,Gold,14.0,-0.45704161608807764,4.0,1.6032454839123018,20.0,Yes
C171,Other,26.0,Tier 1,0.08212465038366486,Platinum,24.0,0.0035608598515604523,1.0,0.08213971169949193,9.0,No
C172,Male,53.0,Tier 3,0.7773139120605541,Gold,20.0,1.1412238058882622,1.0,-0.7369172425689441,8.0,Yes
C173,Female,51.0,Tier 2,-0.03776140745991154,Gold,19.0,2.587528165105828,1.0,-1.3219579241892556,34.0,Yes
C174,Female,59.0,Tier 2,-0.8766519362163486,Silver,25.0,-0.23554971508978173,3.0,0.5501722569957411,24.0,No
C175,Other,23.0,Tier 2,0.19344710898033043,Gold,19.0,1.4659107971244005,1.0,1.369229211264177,28.0,No
C176,Other,46.0,Tier 2,0.76185005302592,Platinum,19.0,0.0035608598515604523,3.0,1.4862373475882393,16.0,No
C177,Other,51.0,Tier 3,-0.1495300222135988,Gold,8.0,-1.030906995947299,3.0,0.08213971169949193,33.0,Yes
C178,Female,38.0,Tier 2,-0.1490102286326027,Gold,18.0,-0.31105831770283715,4.0,0.901196665967928,8.0,Yes
C179,Other,40.0,Tier 1,0.20573156394453837,Platinum,18.0,0.0035608598515604523,2.0,1.0182048022919903,32.0,No
C180,Other,46.0,Tier 3,0.4101403896712562,Gold,16.0,1.5238007257944097,4.0,-1.087941651541131,27.0,Yes
C181,Other,39.0,Tier 2,-0.24283297000239945,Silver,25.0,0.38362082633727274,1.0,1.6032454839123018,32.0,Yes
C182,Other,55.0,Tier 1,0.5877018769395254,Gold,23.0,-0.42432122162242025,3.0,-1.3219579241892556,34.0,No
C183,Other,53.0,Tier 1,0.10320228009305686,Platinum,9.0,-0.006506953830180271,1.0,0.3161559843476165,28.0,No
C184,Female,18.0,Tier 1,-0.03776140745991154,Gold,13.0,0.0035608598515604523,3.0,-0.5029009699208196,8.0,Yes
C185,Other,59.0,Tier 1,-0.10428199098788794,Platinum,16.0,0.4817820097342448,3.0,-1.087941651541131,30.0,No
C186,Other,52.0,Tier 1,1.3788277072155954,Silver,9.0,0.0035608598515604523,3.0,0.3161559843476165,2.0,Yes
C187,Male,27.0,Tier 2,2.108652547839525,Platinum,21.0,-0.7917964210059567,2.0,1.1352129386160525,28.0,No
C188,Male,40.0,Tier 1,0.7770886681754557,Platinum,16.0,0.16464587875941203,5.0,-1.6729823331614424,22.0,Yes
C189,Female,34.0,Tier 2,2.1467274276474897,Platinum,5.0,-0.8345846291533547,1.0,1.0182048022919903,2.0,Yes
C190,Other,58.0,Tier 3,-1.0027278692869537,Platinum,17.0,-0.6231605418367996,3.0,-1.6729823331614424,5.0,No
C191,Other,22.0,Tier 1,-2.3377397130382973,Gold,40.0,2.587528165105828,1.0,0.7841885296438657,24.0,Yes
C192,Female,37.0,Tier 2,-0.6763321533268002,Platinum,11.0,-1.9470780409857047,5.0,-0.7369172425689441,25.0,Yes
C193,Other,53.0,Tier 2,0.24706381686007856,Silver,15.0,0.554773658926865,2.0,1.2522210749401148,9.0,Yes
C194,Other,47.0,Tier 1,0.8791761274830906,Platinum,15.0,0.7259264915164574,3.0,-0.03486842462457036,21.0,Yes
C195,Other,54.0,Tier 2,1.4053545062990966,Silver,12.0,0.6856552367894945,4.0,-0.7369172425689441,8.0,Yes
C196,Female,26.0,Tier 1,-0.03776140745991154,Silver,16.0,-0.0946003235454116,5.0,-0.8539253788930065,32.0,Yes
C197,Female,43.0,Tier 3,-0.4231580264762978,Platinum,4.0,0.27790878267899516,5.0,-1.3219579241892556,13.0,Yes
C198,Other,48.0,Tier 1,-0.03776140745991154,Gold,20.0,0.3232139442468284,4.0,0.5501722569957411,35.0,No
C199,Other,34.0,Tier 3,-0.2195981969318736,Platinum,12.0,0.2577731553155137,3.0,1.1352129386160525,2.0,Yes
C200,Female,28.0,Tier 3,0.15998972881688123,Gold,25.0,-2.4882230263792686,4.0,0.3161559843476165,20.0,Yes
C201,Male,54.0,Tier 1,-1.0667404487866239,Silver,20.0,-0.12983767143150413,1.0,1.2522210749401148,7.0,No
C202,Female,28.0,Tier 2,-0.18744896394726457,Silver,9.0,0.24015448137246745,3.0,-1.3219579241892556,14.0,No
C203,Male,56.0,Tier 2,0.18454997551894714,Platinum,19.0,1.5061820518513633,1.0,0.5501722569957411,28.0,Yes
C204,Other,51.0,Tier 2,0.1950671323077683,Platinum,22.0,-0.33622785190718896,2.0,0.4331641206716788,28.0,Yes
C205,Other,18.0,Tier 1,-1.7921903601038363,Gold,17.0,-1.3983821953308353,4.0,0.6671803933198034,15.0,No
C206,Male,41.0,Tier 2,0.4269297223374304,Platinum,25.0,1.0480965293321605,2.0,1.1352129386160525,5.0,Yes
C207,Male,27.0,Tier 3,1.4726244589063424,Silver,16.0,-0.8547202565168361,3.0,-1.2049497878651934,20.0,No
C208,Male,20.0,Tier 3,-0.44565642530707916,Silver,9.0,0.22253580742942117,4.0,-1.7899904694855047,6.0,No
C209,Other,53.0,Tier 2,1.9986815525534494,Silver,4.0,0.09417118298722696,1.0,-1.4389660605133179,18.0,No
C210,Other,46.0,Tier 3,1.4829077085837152,Gold,4.0,0.14954415823680095,2.0,-0.6199091062448818,24.0,Yes
C211,Other,34.0,Tier 1,1.0691346916581168,Platinum,15.0,1.012859181446068,2.0,0.901196665967928,18.0,Yes
C212,Male,57.0,Tier 1,0.042897561471158877,Gold,21.0,-1.0485256698903451,3.0,1.4862373475882393,19.0,No
C213,Female,32.0,Tier 2,-0.4095134449751501,Platinum,25.0,1.4784955642265765,5.0,-1.7899904694855047,26.0,No
C214,Female,57.0,Tier 1,0.7828150607927629,Platinum,17.0,-0.45704161608807764,4.0,-1.3219579241892556,16.0,No
C215,Male,53.0,Tier 2,-0.4856285516856796,Gold,19.0,-1.7633404412939364,5.0,-0.7369172425689441,5.0,Yes
C216,Male,31.0,Tier 2,1.3717498512876984,Gold,12.0,0.8719097899016979,5.0,0.5501722569957411,20.0,No
C217,Other,46.0,Tier 2,-0.2722706131394788,Silver,17.0,0.18226455270245828,1.0,-0.6199091062448818,20.0,No
